nv,mu,phi,r0_small,r0_large
5,0.08494776691458673,0.8150484069587051,0.9900734067400734,1.3996496496496498
5,0.08494776691458673,0.8150484069587107,0.9942442442442443,1.3996496496496498
5,0.08494776691458673,0.8150484069587121,0.9959125792459126,1.3996496496496498
5,0.08494776691458673,0.8150484069587132,0.9917417417417418,1.3996496496496498
5,0.08494776691458673,0.8150484069587126,0.9867367367367368,1.3996496496496498
5,0.08494776691458673,0.8150484069587036,0.987987987987988,1.3996496496496498
7,0.08810175736056135,0.8175581115708128,0.9992492492492493,1.3983983983983985
7,0.08810175736056135,0.8175581115707959,0.9992492492492493,1.3996496496496498
7,0.08810175736056135,0.8175581115708145,0.997997997997998,1.3996496496496498
7,0.08810175736056135,0.8175581115708166,0.9992492492492493,1.3996496496496498
7,0.08810175736056135,0.8175581115708196,0.997997997997998,1.3996496496496498
7,0.08810175736056135,0.8175581115708004,0.997997997997998,1.3996496496496498
7,0.08810175736056135,0.8175581115707989,0.9967467467467468,1.3996496496496498
7,0.08810175736056135,0.8175581115707974,0.997997997997998,1.3996496496496498
7,0.08810175736056135,0.8175581115708045,0.9992492492492493,1.3996496496496498
7,0.08810175736056135,0.8175581115708015,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.8206904859434024,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.8206904859433992,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.8206904859433952,0.9967467467467468,1.3996496496496498
11,0.0917953340839378,0.8206904859433941,0.997997997997998,1.3996496496496498
11,0.0917953340839378,0.820690485943401,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.8206904859433992,0.997997997997998,1.3996496496496498
11,0.0917953340839378,0.8206904859433968,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.820690485943397,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.8206904859433927,0.9992492492492493,1.3996496496496498
11,0.0917953340839378,0.820690485943399,0.9967467467467468,1.3996496496496498
13,0.09291928548568841,0.821577163575486,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754445,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754916,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754887,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754772,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754767,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754886,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754902,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.821577163575445,0.9992492492492493,1.3996496496496498
13,0.09291928548568841,0.8215771635754859,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378668,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378772,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378773,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378759,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378745,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.823055799737873,0.9992492492492493,1.3996496496496498
19,0.0949963704011567,0.8230557997378722,0.9992492492492493,1.3996496496496498
